Российская Федерация;76.0
Центральный федеральный округ;14.0
Белгородская область;0.0
Брянская область;0.0
Владимирская область;0.0
Воронежская область;3.0
Ивановская область;0.0
Калужская область;0.0
Костромская область;2.0
Курская область;0.0
Липецкая область;0.0
гор. Москва;3.0
Московская область;3.0
Орловская область;0.0
Рязанская область;2.0
Смоленская область;0.0
Тамбовская область;0.0
Тверская область;0.0
Тульская область;0.0
Ярославская область;1.0
Северо-Западный федеральный округ;3.0
Республика Карелия;0.0
Республика Коми;0.0
Архангельская область;0.0
Вологодская область;1.0
Калининградская область;0.0
Ленинградская область;1.0
гор. Санкт-Петербург;1.0
Мурманская область;0.0
Новгородская область;0.0
Псковская область;0.0
Ненецкий автономный округ;0.0
Южный федеральный округ;10.0
Республика Адыгея (Адыгея);0.0
Республика Калмыкия;1.0
Республика Крым;1.0
Краснодарский край;4.0
Астраханская область;0.0
Волгоградская область;2.0
Ростовская область;2.0
гор. Севастополь;0.0
Северо-Кавказский федеральный округ;4.0
Республика Дагестан;1.0
Республика Ингушетия;0.0
Кабардино-Балкарская Республика;0.0
Карачаево-Черкесская Республика;0.0
Республика Северная Осетия-Алания;1.0
Чеченская Республика;0.0
Ставропольский край;2.0
Приволжский федеральный округ;19.0
Республика Башкортостан;6.0
Республика Марий Эл;1.0
Республика Мордовия;0.0
Республика Татарстан (Татарстан);3.0
Удмуртская Республика;3.0
Чувашская Республика - Чувашия;0.0
Пермский край;1.0
Кировская область;1.0
Нижегородская область;0.0
Оренбургская область;1.0
Пензенская область;1.0
Самарская область;0.0
Саратовская область;2.0
Ульяновская область;0.0
Уральский федеральный округ;5.0
Курганская область;0.0
Свердловская область;1.0
Тюменская область;3.0
Челябинская область;0.0
Ханты-Мансийский автономный округ - Югра;1.0
Ямало-Ненецкий автономный округ;0.0
Сибирский федеральный округ;13.0
Республика Алтай;0.0
Республика Тыва;0.0
Республика Хакасия;1.0
Алтайский край;1.0
Красноярский край;3.0
Иркутская область;2.0
Кемеровская область - Кузбасс;2.0
Новосибирская область;4.0
Омская область;0.0
Томская область;0.0
Дальневосточный федеральный округ;8.0
Республика Бурятия;3.0
Республика Саха (Якутия);1.0
Забайкальский край;1.0
Приморский край;2.0
Камчатский край;0.0
Хабаровский край;1.0
Амурская область;0.0
Магаданская область;0.0
Сахалинская область;0.0
Еврейская автономная область;0.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
Российская Федерация;103.0
Центральный федеральный округ;28.0
Белгородская область;0.0
Брянская область;0.0
Владимирская область;1.0
Воронежская область;6.0
Ивановская область;1.0
Калужская область;1.0
Костромская область;0.0
Курская область;1.0
Липецкая область;3.0
гор. Москва;5.0
Московская область;1.0
Орловская область;2.0
Рязанская область;3.0
Смоленская область;0.0
Тамбовская область;1.0
Тверская область;0.0
Тульская область;2.0
Ярославская область;1.0
Северо-Западный федеральный округ;3.0
Республика Карелия;1.0
Республика Коми;0.0
Архангельская область;0.0
Вологодская область;1.0
Калининградская область;0.0
Ленинградская область;1.0
гор. Санкт-Петербург;0.0
Мурманская область;0.0
Новгородская область;0.0
Псковская область;0.0
Ненецкий автономный округ;0.0
Южный федеральный округ;14.0
Республика Адыгея (Адыгея);3.0
Республика Калмыкия;0.0
Республика Крым;0.0
Краснодарский край;6.0
Астраханская область;0.0
Волгоградская область;1.0
Ростовская область;4.0
гор. Севастополь;0.0
Северо-Кавказский федеральный округ;1.0
Республика Дагестан;0.0
Республика Ингушетия;0.0
Кабардино-Балкарская Республика;0.0
Карачаево-Черкесская Республика;0.0
Республика Северная Осетия-Алания;1.0
Чеченская Республика;0.0
Ставропольский край;0.0
Приволжский федеральный округ;23.0
Республика Башкортостан;3.0
Республика Марий Эл;0.0
Республика Мордовия;0.0
Республика Татарстан (Татарстан);4.0
Удмуртская Республика;1.0
Чувашская Республика - Чувашия;0.0
Пермский край;2.0
Кировская область;2.0
Нижегородская область;2.0
Оренбургская область;0.0
Пензенская область;1.0
Самарская область;4.0
Саратовская область;4.0
Ульяновская область;0.0
Уральский федеральный округ;6.0
Курганская область;1.0
Свердловская область;2.0
Тюменская область;1.0
Челябинская область;2.0
Ханты-Мансийский автономный округ - Югра;0.0
Ямало-Ненецкий автономный округ;0.0
Сибирский федеральный округ;17.0
Республика Алтай;0.0
Республика Тыва;0.0
Республика Хакасия;1.0
Алтайский край;4.0
Красноярский край;3.0
Иркутская область;1.0
Кемеровская область - Кузбасс;3.0
Новосибирская область;2.0
Омская область;2.0
Томская область;1.0
Дальневосточный федеральный округ;11.0
Республика Бурятия;1.0
Республика Саха (Якутия);1.0
Забайкальский край;2.0
Приморский край;2.0
Камчатский край;2.0
Хабаровский край;0.0
Амурская область;0.0
Магаданская область;1.0
Сахалинская область;0.0
Еврейская автономная область;2.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
Российская Федерация;94.0
Центральный федеральный округ;18.0
Белгородская область;1.0
Брянская область;0.0
Владимирская область;0.0
Воронежская область;1.0
Ивановская область;1.0
Калужская область;0.0
Костромская область;0.0
Курская область;2.0
Липецкая область;1.0
гор. Москва;4.0
Московская область;1.0
Орловская область;1.0
Рязанская область;2.0
Смоленская область;1.0
Тамбовская область;0.0
Тверская область;3.0
Тульская область;0.0
Ярославская область;0.0
Северо-Западный федеральный округ;5.0
Республика Карелия;0.0
Республика Коми;0.0
Архангельская область;0.0
Вологодская область;1.0
Калининградская область;0.0
Ленинградская область;2.0
гор. Санкт-Петербург;1.0
Мурманская область;0.0
Новгородская область;0.0
Псковская область;1.0
Ненецкий автономный округ;0.0
Южный федеральный округ;12.0
Республика Адыгея (Адыгея);0.0
Республика Калмыкия;1.0
Республика Крым;1.0
Краснодарский край;5.0
Астраханская область;0.0
Волгоградская область;2.0
Ростовская область;3.0
гор. Севастополь;0.0
Северо-Кавказский федеральный округ;4.0
Республика Дагестан;1.0
Республика Ингушетия;0.0
Кабардино-Балкарская Республика;0.0
Карачаево-Черкесская Республика;0.0
Республика Северная Осетия-Алания;1.0
Чеченская Республика;0.0
Ставропольский край;2.0
Приволжский федеральный округ;19.0
Республика Башкортостан;5.0
Республика Марий Эл;0.0
Республика Мордовия;0.0
Республика Татарстан (Татарстан);2.0
Удмуртская Республика;1.0
Чувашская Республика - Чувашия;3.0
Пермский край;1.0
Кировская область;0.0
Нижегородская область;2.0
Оренбургская область;1.0
Пензенская область;0.0
Самарская область;4.0
Саратовская область;0.0
Ульяновская область;0.0
Уральский федеральный округ;8.0
Курганская область;2.0
Свердловская область;1.0
Тюменская область;1.0
Челябинская область;4.0
Ханты-Мансийский автономный округ - Югра;0.0
Ямало-Ненецкий автономный округ;0.0
Сибирский федеральный округ;12.0
Республика Алтай;1.0
Республика Тыва;0.0
Республика Хакасия;1.0
Алтайский край;1.0
Красноярский край;5.0
Иркутская область;0.0
Кемеровская область - Кузбасс;2.0
Новосибирская область;2.0
Омская область;0.0
Томская область;0.0
Дальневосточный федеральный округ;16.0
Республика Бурятия;2.0
Республика Саха (Якутия);1.0
Забайкальский край;3.0
Приморский край;2.0
Камчатский край;0.0
Хабаровский край;4.0
Амурская область;2.0
Магаданская область;0.0
Сахалинская область;1.0
Еврейская автономная область;1.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
