Российская Федерация;166.0
Центральный федеральный округ;40.0
Белгородская область;2.0
Брянская область;0.0
Владимирская область;1.0
Воронежская область;5.0
Ивановская область;0.0
Калужская область;3.0
Костромская область;0.0
Курская область;1.0
Липецкая область;2.0
гор. Москва;9.0
Московская область;6.0
Орловская область;1.0
Рязанская область;1.0
Смоленская область;1.0
Тамбовская область;0.0
Тверская область;0.0
Тульская область;5.0
Ярославская область;3.0
Северо-Западный федеральный округ;12.0
Республика Карелия;0.0
Республика Коми;0.0
Архангельская область;1.0
Вологодская область;1.0
Калининградская область;0.0
Ленинградская область;5.0
гор. Санкт-Петербург;3.0
Мурманская область;0.0
Новгородская область;0.0
Псковская область;1.0
Ненецкий автономный округ;1.0
Южный федеральный округ;23.0
Республика Адыгея (Адыгея);2.0
Республика Калмыкия;0.0
Республика Крым;0.0
Краснодарский край;10.0
Астраханская область;0.0
Волгоградская область;5.0
Ростовская область;6.0
гор. Севастополь;0.0
Северо-Кавказский федеральный округ;9.0
Республика Дагестан;3.0
Республика Ингушетия;0.0
Кабардино-Балкарская Республика;1.0
Карачаево-Черкесская Республика;0.0
Республика Северная Осетия-Алания;1.0
Чеченская Республика;0.0
Ставропольский край;4.0
Приволжский федеральный округ;39.0
Республика Башкортостан;3.0
Республика Марий Эл;0.0
Республика Мордовия;2.0
Республика Татарстан (Татарстан);2.0
Удмуртская Республика;3.0
Чувашская Республика - Чувашия;2.0
Пермский край;6.0
Кировская область;1.0
Нижегородская область;3.0
Оренбургская область;4.0
Пензенская область;0.0
Самарская область;10.0
Саратовская область;3.0
Ульяновская область;0.0
Уральский федеральный округ;10.0
Курганская область;1.0
Свердловская область;3.0
Тюменская область;0.0
Челябинская область;6.0
Ханты-Мансийский автономный округ - Югра;0.0
Ямало-Ненецкий автономный округ;0.0
Сибирский федеральный округ;18.0
Республика Алтай;1.0
Республика Тыва;1.0
Республика Хакасия;3.0
Алтайский край;4.0
Красноярский край;2.0
Иркутская область;2.0
Кемеровская область - Кузбасс;2.0
Новосибирская область;1.0
Омская область;2.0
Томская область;0.0
Дальневосточный федеральный округ;15.0
Республика Бурятия;2.0
Республика Саха (Якутия);0.0
Забайкальский край;3.0
Приморский край;2.0
Камчатский край;0.0
Хабаровский край;2.0
Амурская область;5.0
Магаданская область;0.0
Сахалинская область;1.0
Еврейская автономная область;0.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
Российская Федерация;120.0
Центральный федеральный округ;29.0
Белгородская область;0.0
Брянская область;0.0
Владимирская область;0.0
Воронежская область;5.0
Ивановская область;0.0
Калужская область;1.0
Костромская область;0.0
Курская область;2.0
Липецкая область;1.0
гор. Москва;10.0
Московская область;5.0
Орловская область;0.0
Рязанская область;2.0
Смоленская область;1.0
Тамбовская область;0.0
Тверская область;0.0
Тульская область;0.0
Ярославская область;2.0
Северо-Западный федеральный округ;9.0
Республика Карелия;0.0
Республика Коми;1.0
Архангельская область;0.0
Вологодская область;3.0
Калининградская область;0.0
Ленинградская область;1.0
гор. Санкт-Петербург;2.0
Мурманская область;2.0
Новгородская область;0.0
Псковская область;0.0
Ненецкий автономный округ;0.0
Южный федеральный округ;14.0
Республика Адыгея (Адыгея);0.0
Республика Калмыкия;0.0
Республика Крым;0.0
